placeholder,site,plant_code,species,block,plot,div,c_i,flood,canopy_openness,date,experiment_observation,notes,species2,plant_code2,experiment_final_intermediate,nlvs_per_ind,wilmer_code,wilmer_herb_total,wilmer_lep1_ID,wilmer_lep1_perc,wilmer_lep2_ID,wilmer_lep2_perc,wilmer_coleop1_ID,wilmer_coleop1_perc,wilmer_coleop2_ID,wilmer_coleop2_perc,wilmer_other1_ID,wilmer_other1_perc,wilmer_other2_ID,wilmer_other2_perc,wilmer_notes,wilmer_notes_perc_UNCLEAR,wilmer_spec_total_lf,wilmer_gen_total_lf,wilmer_spec_total_plant,wilmer_gen_total_plant,wilmer_rich_lf,wilmer_rich_plant,field_specialist,field_generalist,field_eois,field_num_other_leps,field_quadrus,
10617,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,NA,NA,NA,
10618,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.75,NA,NA,NA,
10619,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,NA,NA,
10620,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.5,NA,NA,NA,
10621,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,25,NA,NA,NA,
10622,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.5,NA,NA,NA,
10623,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,
10624,ubatuba -  jatoba trail,NA,acute,NA,20,NA,NA,NA,17.42,41887,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,
7680,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,
7681,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43902439,12.80487805,NA,NA,NA,
7682,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,40,NA,NA,NA,
7683,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377358491,5.886792453,NA,NA,NA,
7684,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,
7685,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.622641509,10.37735849,NA,NA,NA,
7686,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.935483871,6.451612903,NA,NA,NA,
7687,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,
7688,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,
7689,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,
7690,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.380952381,0.5,NA,NA,NA,
7691,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666666667,5.128205128,NA,NA,NA,
7692,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14.0625,NA,NA,NA,
7693,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,
7694,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,
7695,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.857142857,NA,NA,NA,
7696,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,
7697,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.166666667,5,NA,NA,NA,
7698,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.631578947,NA,NA,NA,
7699,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588235294,9.558823529,NA,NA,NA,
7700,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,
7701,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759493671,4.113924051,NA,NA,NA,
7702,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,8.333333333,NA,NA,NA,
7703,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,
7704,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.764705882,3.529411765,NA,NA,NA,
7705,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13.33333333,NA,NA,NA,
7706,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.1,NA,NA,NA,
7707,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.263157895,NA,NA,NA,
7708,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.5,NA,NA,NA,
7709,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,31.25,NA,NA,NA,
7710,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.5,NA,NA,NA,
7711,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.5,NA,NA,NA,
7712,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,
7713,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.71428571,NA,NA,NA,
7714,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11.25,NA,NA,NA,
7715,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,NA,NA,NA,
7716,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,
7717,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.25,NA,NA,NA,
7718,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.555555556,NA,NA,NA,
7719,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.25,NA,NA,NA,
7720,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,
7721,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52631579,5.263157895,NA,NA,NA,
7722,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,
7723,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,6.25,NA,NA,NA,
7724,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,
7725,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.714285714,NA,NA,NA,
7726,intervales,NA,lepturum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.173913043,5.97826087,NA,NA,NA,
7777,intervales,NA,malacophyllum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,5.882352941,1,NA,NA,
7778,intervales,NA,malacophyllum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.952380952,5.555555556,NA,NA,NA,
7779,intervales,NA,malacophyllum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,
7780,intervales,NA,malacophyllum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,
7781,intervales,NA,malacophyllum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.906976744,2.325581395,NA,NA,NA,
7782,intervales,NA,malacophyllum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.319148936,4.255319149,NA,NA,NA,
7783,intervales,NA,malacophyllum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0,NA,NA,NA,
7817,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15.38461538,NA,NA,NA,
7818,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390625,12.5,NA,NA,NA,
7819,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.571428571,7.142857143,NA,NA,NA,
7820,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.090909091,5,NA,NA,NA,
7821,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,1,NA,NA,NA,
7822,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,2.083333333,NA,NA,NA,
7823,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,7.142857143,NA,NA,NA,
7824,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.636363636,2.272727273,NA,NA,NA,
7825,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.98979592,3.06122449,NA,NA,NA,
7826,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.351351351,2.702702703,NA,NA,NA,
7827,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.571428571,7.142857143,NA,NA,NA,
7828,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.12903226,12.90322581,NA,NA,NA,
7829,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,
7830,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,
7831,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.843137255,9.803921569,NA,NA,NA,
7832,intervales,NA,gaudichaudianum,NA,19,NA,NA,NA,19.76,27/4/14,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,NA,NA,NA,
7730,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.85714286,0,NA,NA,NA,
7731,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612903226,11.29032258,NA,NA,NA,
7732,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.666666667,4,NA,NA,NA,
7733,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,11.71875,NA,NA,NA,
7734,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,16.66666667,NA,NA,NA,
7735,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.785714286,4.821428571,NA,NA,NA,
7736,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215053763,2.150537634,NA,NA,NA,
7737,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.5,2,NA,NA,
7738,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.78947368,9.210526316,NA,NA,NA,
7739,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,8.823529412,NA,NA,NA,
7740,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,
7741,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
7742,intervales,NA,lepturum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.846153846,7.692307692,NA,NA,NA,
7743,intervales,NA,malacophyllum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71428571,0,NA,NA,NA,
7744,intervales,NA,malacophyllum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.838709677,2,NA,NA,
7745,intervales,NA,malacophyllum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,25,NA,NA,NA,
7746,intervales,NA,malacophyllum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
7747,intervales,NA,malacophyllum,NA,18,NA,NA,NA,20.8,26/4/14,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.5,NA,NA,NA,
